name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-27T00:00:00,23.8,23.8,16.3,63.03,,,,,,,5.4,106,1010.5,2.2,10.0,,,0,,Clear,clear-night,"87585099999,87582099999,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-27T01:00:00,24.0,24.0,16.0,61.19,,,,,,,9.4,112,1010.4,7.7,10.0,,,0,,Clear,clear-night,"87585099999,87582099999,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-27T02:00:00,23.2,23.2,19.0,77.23,,,,,,,7.2,120,1010.2,10.3,10.0,,,0,,Clear,clear-night,"87585099999,87582099999,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-27T03:00:00,22.7,22.7,19.5,82.38,,,,,,,7.4,104,1009.7,8.4,10.0,,,0,,Clear,clear-night,"87585099999,87582099999,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-27T04:00:00,22.4,22.4,19.5,83.58,,,,,,,10.3,102,1009.4,8.1,10.0,,,0,,Clear,clear-night,"87585099999,87582099999,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-27T05:00:00,22.2,22.2,19.2,83.34,,,,,,,10.0,103,1009.7,8.1,10.0,,,0,,Clear,clear-night,"87585099999,87582099999,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-27T06:00:00,22.2,22.2,19.1,82.75,,,,,,,10.4,102,1009.6,23.5,10.0,19.0,0.1,0,,Partially cloudy,partly-cloudy-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-27T07:00:00,23.1,23.1,19.2,78.67,,,,,,,11.6,87,1010.3,23.6,10.0,98.0,0.4,1,,Partially cloudy,partly-cloudy-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-27T08:00:00,24.4,24.4,19.1,72.17,,,,,,,12.2,90,1011.2,36.0,10.0,149.0,0.5,1,,Partially cloudy,partly-cloudy-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-27T09:00:00,25.2,25.2,19.3,70.02,,,,,,,13.4,76,1011.6,33.2,10.0,424.0,1.5,4,,Partially cloudy,partly-cloudy-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-27T10:00:00,26.1,26.1,19.5,67.19,,,,,,,12.7,63,1011.5,36.0,10.0,736.0,2.6,7,,Partially cloudy,partly-cloudy-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-27T11:00:00,27.1,28.4,19.4,62.49,,,,,,,10.7,79,1011.5,61.9,10.0,526.0,1.9,5,,Partially cloudy,partly-cloudy-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-27T12:00:00,27.7,29.1,19.6,61.67,,,,,,29.5,10.5,63,1011.2,70.5,10.0,965.0,3.5,10,,Partially cloudy,partly-cloudy-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-27T13:00:00,27.8,29.3,19.7,61.33,,,,,,,14.0,72,1010.6,63.1,10.0,1072.0,3.9,10,,Partially cloudy,partly-cloudy-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-27T14:00:00,28.4,30.0,19.8,59.79,,,,,,,13.2,55,1010.2,71.7,10.0,959.0,3.5,10,,Partially cloudy,partly-cloudy-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-27T15:00:00,29.5,31.2,19.6,55.38,,,,,,,13.5,37,1009.5,70.2,10.0,661.0,2.4,7,,Partially cloudy,partly-cloudy-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-27T16:00:00,29.3,30.7,19.2,54.71,,,,,,,13.4,44,1009.1,58.2,10.0,821.0,3.0,8,,Partially cloudy,partly-cloudy-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-27T17:00:00,29.1,30.4,19.1,54.96,,,,,,,18.3,72,1008.5,54.6,10.0,484.0,1.7,5,,Partially cloudy,partly-cloudy-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-27T18:00:00,28.7,30.0,19.0,55.65,,,,,,,19.0,75,1008.4,23.4,10.0,278.0,1.0,3,,Partially cloudy,partly-cloudy-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-27T19:00:00,27.3,28.5,19.0,60.65,,,,,,,19.1,69,1008.5,27.3,10.0,204.0,0.7,2,,Partially cloudy,partly-cloudy-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-27T20:00:00,25.8,25.8,19.4,67.73,,,,,,,19.6,82,1008.7,7.8,10.0,7.0,0.0,0,,Clear,clear-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-27T21:00:00,25.1,25.1,19.3,70.38,,,,,,,15.9,78,1009.3,3.2,10.0,1.0,0.0,0,,Clear,clear-night,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-27T22:00:00,25.2,25.2,18.8,67.93,,,,,,,13.2,66,1009.6,3.2,10.0,,,0,,Clear,clear-night,"87585099999,87582099999,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-27T23:00:00,25.1,25.1,18.1,65.12,,,,,,,15.3,64,1009.9,1.4,10.0,,,0,,Clear,clear-night,"87585099999,87582099999,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-28T00:00:00,24.6,24.6,16.9,62.43,,,,,,,13.5,57,1010.3,12.6,10.0,,,0,,Clear,clear-night,"87585099999,87582099999,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-28T01:00:00,24.0,24.0,15.9,60.4,,,,,,,11.9,38,1010.3,35.0,10.0,,,0,,Partially cloudy,partly-cloudy-night,"87585099999,87582099999,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-28T02:00:00,23.6,23.6,14.9,58.15,,,,,,,10.0,38,1010.1,21.7,10.0,,,0,,Partially cloudy,partly-cloudy-night,"87585099999,87582099999,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-28T03:00:00,22.8,22.8,15.0,61.67,,,,,,,9.2,3,1009.5,14.5,10.0,,,0,,Clear,clear-night,"87585099999,87582099999,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-28T04:00:00,22.2,22.2,13.4,57.31,,,,,,,9.6,3,1009.5,1.4,10.0,,,0,,Clear,clear-night,"87585099999,87582099999,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-28T05:00:00,22.0,22.0,13.4,58.03,,,,,,,9.4,11,1009.8,9.5,10.0,,,0,,Clear,clear-night,"87585099999,87582099999,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-28T06:00:00,21.1,21.1,13.3,61.05,,,,,,,10.8,25,1010.0,14.4,10.0,16.0,0.1,0,,Clear,clear-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-28T07:00:00,22.6,22.6,14.4,59.79,,,,,,,10.0,9,1010.6,39.2,10.0,41.0,0.1,0,,Partially cloudy,partly-cloudy-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-28T08:00:00,23.0,23.0,14.1,57.08,,,,,,,7.7,349,1011.6,46.9,10.0,110.0,0.4,1,,Partially cloudy,partly-cloudy-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-28T09:00:00,23.6,23.6,13.7,53.89,,,,,,,8.1,302,1012.3,57.6,10.0,337.0,1.2,3,,Partially cloudy,partly-cloudy-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-28T10:00:00,26.6,26.6,13.2,43.71,,,,,,,8.5,105,1012.7,73.1,10.0,205.0,0.7,2,,Partially cloudy,partly-cloudy-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-28T11:00:00,29.5,28.8,13.3,37.11,,,,,,,5.7,17,1012.6,75.0,10.0,589.0,2.1,6,,Partially cloudy,partly-cloudy-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-28T12:00:00,30.5,30.2,15.2,39.55,,,,,,,11.2,32,1012.2,41.9,10.0,1158.0,4.2,10,,Partially cloudy,partly-cloudy-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-28T13:00:00,30.2,30.3,16.2,42.81,,,,,,,10.5,31,1011.7,66.3,10.0,631.0,2.3,6,,Partially cloudy,partly-cloudy-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-28T14:00:00,32.6,32.9,16.6,38.49,,,,,,,13.6,24,1011.2,51.8,10.0,681.0,2.5,7,,Partially cloudy,partly-cloudy-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-28T15:00:00,33.1,34.3,18.4,41.93,,,,,,,12.9,17,1010.5,26.4,10.0,1044.0,3.8,10,,Partially cloudy,partly-cloudy-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-28T16:00:00,33.8,35.8,19.4,42.84,,,,,,,14.8,39,1009.7,20.5,10.0,884.0,3.2,9,,Partially cloudy,partly-cloudy-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-28T17:00:00,33.0,34.9,19.6,45.3,,,,,,,12.6,43,1009.2,19.9,10.0,468.0,1.7,5,,Clear,clear-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-28T18:00:00,33.7,35.1,18.6,40.99,,,,,,,13.8,39,1008.6,9.5,10.0,258.0,0.9,3,,Clear,clear-day,"87585099999,87582099999,F6563,87553099999,SADF,SABE,87576099999"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-28T19:00:00,32.6,33.9,18.6,43.55,,,,,,,15.7,54,1008.4,,10.0,116.0,0.4,1,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-28T20:00:00,30.1,32.3,20.5,56.69,,,,,,,15.4,77,1009.0,,10.0,6.0,0.0,0,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-28T21:00:00,29.1,31.3,20.7,60.43,,,,,,,13.6,64,1009.4,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-28T22:00:00,29.1,31.5,21.1,61.79,,,,,,,12.2,67,1010.0,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-28T23:00:00,27.8,30.1,21.5,68.53,,,,,,,11.0,64,1010.2,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-29T00:00:00,27.0,28.7,20.8,69.13,,,,,,,10.0,37,1010.2,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-29T01:00:00,26.2,26.2,19.1,64.92,,,,,,,9.8,36,1010.2,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-29T02:00:00,26.2,26.2,16.5,55.19,,,,,,,9.8,8,1010.0,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-29T03:00:00,27.6,27.5,13.6,42.02,,,,,,,16.2,354,1010.0,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-29T04:00:00,27.4,27.2,12.7,40.34,,,,,,,19.1,344,1010.0,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-29T05:00:00,26.0,26.0,14.2,48.35,,,,,,,13.7,330,1011.0,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-29T06:00:00,25.2,25.2,13.6,48.82,,,,,,,12.3,322,1011.2,,10.0,14.0,0.1,0,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-29T07:00:00,25.0,25.0,13.2,48.08,,,,,,,9.3,337,1012.0,,10.0,97.0,0.3,1,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-29T08:00:00,26.5,26.5,12.9,42.98,,,,,,,14.3,342,1012.2,,10.0,178.0,0.6,2,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-29T09:00:00,28.2,27.8,12.7,38.32,,,,,,,18.5,334,1012.2,,10.0,417.0,1.5,4,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-29T10:00:00,30.6,29.8,13.3,34.77,,,,,,42.5,17.9,323,1011.8,,10.0,698.0,2.5,7,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-29T11:00:00,32.6,32.0,14.4,33.25,,,,,,46.4,18.6,329,1011.2,,10.0,651.0,2.3,7,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-29T12:00:00,33.8,33.5,15.0,32.37,,,,,,,18.4,334,1011.0,,10.0,1011.0,3.6,10,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-29T13:00:00,35.9,35.6,14.7,28.3,,,,,,,20.1,342,1010.2,,10.0,1166.0,4.2,10,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-29T14:00:00,36.4,36.4,15.2,28.37,,,,,,,17.8,358,1009.2,,10.0,1124.0,4.0,10,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-29T15:00:00,36.7,36.4,14.4,26.56,,,,,,,16.7,358,1008.8,,10.0,1008.0,3.6,10,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-29T16:00:00,36.7,36.4,14.4,26.41,,,,,,,18.4,355,1007.8,25.0,8.8,688.0,2.5,7,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-29T17:00:00,36.2,35.9,14.7,27.86,,,,,,,19.3,14,1006.8,25.0,10.0,449.0,1.6,4,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-29T18:00:00,35.4,35.8,16.4,32.47,,,,,,,15.7,8,1006.2,88.0,10.0,299.0,1.1,3,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-29T19:00:00,34.6,34.7,15.8,32.51,,,,,,,14.3,7,1006.2,,10.0,109.0,0.4,1,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-29T20:00:00,32.3,32.0,15.3,35.85,,,,,,,10.4,6,1007.0,50.0,10.0,5.0,0.0,0,,Partially cloudy,partly-cloudy-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-29T21:00:00,31.2,31.3,16.1,40.21,,,,,,,15.5,23,1007.0,,10.0,,,0,,Clear,clear-night,"SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-29T22:00:00,29.7,29.5,15.2,41.21,,,,,,,10.5,38,1007.4,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-29T23:00:00,28.3,28.7,16.6,49.03,,,,,,,13.6,40,1008.0,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-30T00:00:00,28.3,28.2,14.6,43.42,,,,,,,15.3,33,1008.0,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-30T01:00:00,28.3,28.0,13.8,41.01,,,,,,,15.3,29,1007.4,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-30T02:00:00,27.8,27.5,13.3,40.99,,,,,,,20.2,18,1007.2,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-30T03:00:00,27.0,27.2,14.3,45.89,,,,,,,21.5,23,1007.2,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-30T04:00:00,26.0,26.0,15.7,53.05,,,,,,,17.3,15,1007.2,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-30T05:00:00,25.2,25.2,15.9,56.36,,,,,,,16.0,9,1007.2,,10.0,,,0,,Clear,clear-night,"SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-30T06:00:00,24.4,24.4,15.7,58.28,,,,,,,15.6,18,1008.0,,10.0,14.0,0.1,0,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-30T07:00:00,25.0,25.0,16.3,58.42,,,,,,42.5,17.0,15,1008.2,,10.0,76.0,0.3,1,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-30T08:00:00,26.3,26.3,15.8,52.53,,,,,,,17.3,2,1008.8,,10.0,182.0,0.7,2,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-30T09:00:00,28.1,28.1,15.2,45.59,,,,,,,15.4,351,1009.0,,10.0,433.0,1.6,4,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-30T10:00:00,28.8,28.4,13.7,39.39,,,,,,,16.8,342,1008.2,,10.0,712.0,2.6,7,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-30T11:00:00,30.6,30.2,14.7,37.85,,,,,,,12.4,332,1009.2,,10.0,378.0,1.4,4,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-30T12:00:00,31.2,30.9,15.3,38.34,,,,,,,10.4,313,1009.0,,10.0,909.0,3.3,9,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-30T13:00:00,32.6,32.5,15.7,36.26,,,,,,,9.7,322,1008.4,,10.0,1176.0,4.2,10,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-30T14:00:00,34.4,34.4,15.9,33.12,,,,,,35.3,11.1,247,1008.0,,10.0,1069.0,3.8,10,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-30T15:00:00,34.1,33.6,14.4,30.69,,,,,,,18.4,207,1007.4,,10.0,265.0,1.0,3,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
"M̩xico 1180, 1629 Pilar, Argentina",2021-12-30T16:00:00,32.8,32.6,15.5,35.5,,,,,,,20.2,185,1007.4,,10.0,152.0,0.5,2,,Clear,clear-day,"F6563,SAEZ,SADF,SABE"
